judul,lemmatized,kategori,tanggal_upload,waktu_upload,link_berita
"Kasus Stunting di Madiun Turun Drastis, Menko PMK: Ini Harus Dijadikan Contoh",stunting madiun turun drastis menko pmk jadi,REGIONAL,27/01/2022, 11:16 WIB,https://surabaya.kompas.com/read/2022/01/27/111624578/kasus-stunting-di-madiun-turun-drastis-menko-pmk-ini-harus-dijadikan-contoh
"Honbike Pro Electric, E-Bike Jepang yang Bisa Dilipat dalam 10 Detik",honbike pro electric e bike jepang lipat detik,LIFESTYLE,27/01/2022, 11:15 WIB,https://lifestyle.kompas.com/read/2022/01/27/111534220/honbike-pro-electric-e-bike-jepang-yang-bisa-dilipat-dalam-10-detik
15 TKI yang Positif Covid-19 Sepulang dari Malaysia Diisolasi di Pontianak,tki positif covid pulang malaysia isolasi pontianak,REGIONAL,27/01/2022, 11:15 WIB,https://regional.kompas.com/read/2022/01/27/111524378/15-tki-yang-positif-covid-19-sepulang-dari-malaysia-diisolasi-di-pontianak
Patung Roronoa Zoro Karakter One Piece Diresmikan di Kumamoto,patung roronoa zoro karakter one piece resmi kumamoto,HYPE,27/01/2022, 11:13 WIB,https://www.kompas.com/hype/read/2022/01/27/111318366/patung-roronoa-zoro-karakter-one-piece-diresmikan-di-kumamoto
Kejagung Periksa Mantan Presdir PT DNK Terkait Dugaan Korupsi Penyewaaan Satelit Kemhan,jagung periksa mantan presdir pt dnk kait duga korupsi penyewaaan satelit kemhan,NEWS,27/01/2022, 11:12 WIB,https://nasional.kompas.com/read/2022/01/27/11123551/kejagung-periksa-mantan-presdir-pt-dnk-terkait-dugaan-korupsi-penyewaaan
"Graciella Abigail, Pemeran Raya di Layangan Putus Ungkap Rasa Kagum pada Reza Rahadian",graciella abigail peran raya layang putus kagum reza rahadian,HYPE,27/01/2022, 11:12 WIB,https://www.kompas.com/hype/read/2022/01/27/111228366/graciella-abigail-pemeran-raya-di-layangan-putus-ungkap-rasa-kagum-pada
Kriteria Jembatan Timbang yang Bisa Dipasangi WIM,kriteria jembatan timbang pasang wim,OTOMOTIF,27/01/2022, 11:12 WIB,https://otomotif.kompas.com/read/2022/01/27/111200515/kriteria-jembatan-timbang-yang-bisa-dipasangi-wim
Lirik dan Chord Lagu Same Damn Life - Seether,lirik chord lagu same damn life seether,HYPE,27/01/2022, 11:11 WIB,https://www.kompas.com/hype/read/2022/01/27/111136366/lirik-dan-chord-lagu-same-damn-life-seether
Hubungan Manis Melanie Putria dan Aldico Sapardan dengan Angga Maliq D'Essentials,hubung manis melanie putria aldico sapardan angga maliq d essentials,HYPE,27/01/2022, 11:10 WIB,https://www.kompas.com/hype/read/2022/01/27/111006066/hubungan-manis-melanie-putria-dan-aldico-sapardan-dengan-angga-maliq
Profil HOS Tjokroaminoto dan Asal-usul Julukan Raja Jawa Tanpa Mahkota,profil hos tjokroaminoto usul juluk raja jawa mahkota,REGIONAL,27/01/2022, 11:10 WIB,https://regional.kompas.com/read/2022/01/27/111000478/profil-hos-tjokroaminoto-dan-asal-usul-julukan-raja-jawa-tanpa-mahkota
"Creator Battle Tournament Kembali Digelar, Total Hadiah Rp 100 Juta",creator battle tournament gelar total hadiah rp juta,BOLA,27/01/2022, 11:10 WIB,https://www.kompas.com/sports/read/2022/01/27/11100028/creator-battle-tournament-kembali-digelar-total-hadiah-rp-100-juta
"Resep Nasi Goreng Pedas, Menu Makan Siang yang Bikin Melek",resep nasi goreng pedas menu makan siang bikin melek,FOOD,27/01/2022, 11:09 WIB,https://www.kompas.com/food/read/2022/01/27/110900975/resep-nasi-goreng-pedas-menu-makan-siang-yang-bikin-melek
"Air Terjun Jumog Karanganyar: Rute Menuju Lokasi, Harga Tiket, Jam Buka, dan Aktivitas ",air terjun jumog karanganyar lokasi harga tiket jam buka aktivitas,REGIONAL,27/01/2022, 11:07 WIB,https://yogyakarta.kompas.com/read/2022/01/27/110738778/air-terjun-jumog-karanganyar-rute-menuju-lokasi-harga-tiket-jam-buka-dan
"Sri Mulyani: KPPN Penuh Calo Anggaran, Itu Reputasi Masa Lalu...",sri mulyani kppn penuh calo anggar reputasi,MONEY,27/01/2022, 11:06 WIB,https://money.kompas.com/read/2022/01/27/110620526/sri-mulyani-kppn-penuh-calo-anggaran-itu-reputasi-masa-lalu
Ketua DPRD Kota Bekasi Dukung KPK Tuntaskan Kasus Rahmat Effendi,ketua dprd kota bekas dukung kpk tuntas rahmat effendi,NEWS,27/01/2022, 11:05 WIB,https://megapolitan.kompas.com/read/2022/01/27/11055191/ketua-dprd-kota-bekasi-dukung-kpk-tuntaskan-kasus-rahmat-effendi
"Sinopsis Sinetron Janet & Jamilah, Tayang Besok Malam di Vidio",sinopsis sinetron janet jam tayang besok malam vidio,HYPE,27/01/2022, 11:02 WIB,https://www.kompas.com/hype/read/2022/01/27/110222666/sinopsis-sinetron-janet-jamilah-tayang-besok-malam-di-vidio
Apa yang Terjadi kalau Oli Mesin Diesel Dipakai Mobil Bensin?,oli mesin diesel pakai mobil bensin,OTOMOTIF,27/01/2022, 11:02 WIB,https://otomotif.kompas.com/read/2022/01/27/110200415/apa-yang-terjadi-kalau-oli-mesin-diesel-dipakai-mobil-bensin
Menengok Vivo V23 yang Bisa Ditato dan Berubah Warna,tengok vivo v tato ubah warna,TEKNO,27/01/2022, 11:02 WIB,https://tekno.kompas.com/read/2022/01/27/11020027/menengok-vivo-v23-yang-bisa-ditato-dan-berubah-warna
Teten Masduki Dorong Kopi Robusta Lombok Go Internasional Melalui Ajang MotoGP,teten masduki dorong kopi robusta lombok go internasional ajang motogp,UMKM,27/01/2022, 11:01 WIB,https://umkm.kompas.com/read/2022/01/27/110142483/teten-masduki-dorong-kopi-robusta-lombok-go-internasional-melalui-ajang-motogp
"Temuan Kasus Omicron dari Transmisi Lokal di Karawang, Sekda: Jangan Panik",temu omicron transmisi lokal karawang sekda panik,REGIONAL,27/01/2022, 11:01 WIB,https://regional.kompas.com/read/2022/01/27/110127378/temuan-kasus-omicron-dari-transmisi-lokal-di-karawang-sekda-jangan-panik
"Siswa dan Guru Positif Covid-19, PTM SMA di Solo Dihentikan Sementara",siswa guru positif covid ptm sma solo henti,REGIONAL,27/01/2022, 11:01 WIB,https://regional.kompas.com/read/2022/01/27/110101878/siswa-dan-guru-positif-covid-19-ptm-sma-di-solo-dihentikan-sementara
"Keraguan Pedagang Pasar tentang Vaksin Covid-19 Menurun, Ini Fakta Surveinya",ragu dagang pasar vaksin covid turun fakta survei,SAINS,27/01/2022, 11:01 WIB,https://www.kompas.com/sains/read/2022/01/27/110100423/keraguan-pedagang-pasar-tentang-vaksin-covid-19-menurun-ini-fakta
Penjelasan BKN soal Ramai Pesan Hoaks Pendaftaran CPNS 2022 Berbayar,jelas bkn ramai pesan hoaks daftar cpns bayar,TREN,27/01/2022, 11:00 WIB,https://www.kompas.com/tren/read/2022/01/27/110000065/penjelasan-bkn-soal-ramai-pesan-hoaks-pendaftaran-cpns-2022-berbayar
Komunikasi Antarbudaya: Pengertian dan 6 Asumsi Dasarnya,komunikasi antarbudaya erti asumsi dasar,SKOLA,27/01/2022, 11:00 WIB,https://www.kompas.com/skola/read/2022/01/27/110000269/komunikasi-antarbudaya--pengertian-dan-6-asumsi-dasarnya
"Marak Penipuan Perumahan Berkedok Syariah, Ini Kata MUI",marak tipu rumah kedok syariah mui,PROPERTI,27/01/2022, 11:00 WIB,https://www.kompas.com/properti/read/2022/01/27/110000621/marak-penipuan-perumahan-berkedok-syariah-ini-kata-mui
"Pengakuan Saksi Mata Kasus George Floyd: Saya Tahu Hal Buruk Akan Terjadi, Floyd Akan Mati",aku saksi mata george floyd hal buruk floyd mati,GLOBAL,27/01/2022, 11:00 WIB,https://www.kompas.com/global/read/2022/01/27/110000670/pengakuan-saksi-mata-kasus-george-floyd--saya-tahu-hal-buruk-akan-terjadi
"Kerajaan Kandis: Sejarah, Masa Kejayaan, dan Kehidupan Ekonomi",raja kandis sejarah jaya hidup ekonomi,STORI,27/01/2022, 11:00 WIB,https://www.kompas.com/stori/read/2022/01/27/110000579/kerajaan-kandis--sejarah-masa-kejayaan-dan-kehidupan-ekonomi
Pandangan Mata Setelah Peluru Ditolakkan,pandang mata peluru tolak,BOLA,27/01/2022, 11:00 WIB,https://www.kompas.com/sports/read/2022/01/27/11000088/pandangan-mata-setelah-peluru-ditolakkan
Koarktasio Aorta,koarktasio aorta,HEALTH,27/01/2022, 11:00 WIB,https://health.kompas.com/penyakit/read/2022/01/27/110000668/koarktasio-aorta
"Polda Jatim Gelar Sidang Kode Etik untuk Bripda Randy, Oknum Polisi Tersangka Kasus Aborsi",polda jatim gelar sidang kode etik bripda randy oknum polisi sangka aborsi,REGIONAL,27/01/2022, 10:59 WIB,https://surabaya.kompas.com/read/2022/01/27/105900278/polda-jatim-gelar-sidang-kode-etik-untuk-bripda-randy-oknum-polisi
"Tenaga Honorer Dihapus pada 2023, Pemkot Solo Siapkan Beberapa Pilihan",tenaga honorer hapus pemkot solo siap pilih,REGIONAL,27/01/2022, 10:58 WIB,https://regional.kompas.com/read/2022/01/27/105836078/tenaga-honorer-dihapus-pada-2023-pemkot-solo-siapkan-beberapa-pilihan
Masyarakat Penutur Bahasa Sunda Laporkan Arteria Dahlan ke MKD DPR,masyarakat tutur bahasa sunda lapor arteria dahlan mkd dpr,NEWS,27/01/2022, 10:58 WIB,https://nasional.kompas.com/read/2022/01/27/10581571/masyarakat-penutur-bahasa-sunda-laporkan-arteria-dahlan-ke-mkd-dpr
"Respons Nicholas Sean Usai Ayu Thalia Jadi Tersangka, Ogah Berdamai dan Ingin Proses sampai Pengadilan",respons nicholas sean ayu thalia sangka ogah damai proses adil,HYPE,27/01/2022, 10:57 WIB,https://www.kompas.com/hype/read/2022/01/27/105729066/respons-nicholas-sean-usai-ayu-thalia-jadi-tersangka-ogah-berdamai-dan
25 Tempat Wisata Alam Lampung yang Wajib Dikunjungi,wisata alam lampung wajib kunjung,TRAVEL,27/01/2022, 10:53 WIB,https://travel.kompas.com/read/2020/10/27/194000127/25-tempat-wisata-alam-lampung-yang-wajib-dikunjungi
6 Cara Mendekorasi Rumah dengan Tanaman Hias,dekorasi rumah tanam hias,HOMEY,27/01/2022, 10:53 WIB,https://www.kompas.com/homey/read/2022/01/27/105300176/6-cara-mendekorasi-rumah-dengan-tanaman-hias
"Profil Graciella Abigail, Pemeran Raya di Layangan Putus",profil graciella abigail peran raya layang putus,HYPE,27/01/2022, 10:52 WIB,https://entertainment.kompas.com/read/2022/01/18/112920066/profil-graciella-abigail-pemeran-raya-di-layangan-putus
Komando Pengendalian Kohanudnas Kini Resmi Berada di Bawah TNI AU,komando kendali kohanudnas resmi tni au,NEWS,27/01/2022, 10:50 WIB,https://nasional.kompas.com/read/2022/01/27/10505611/komando-pengendalian-kohanudnas-kini-resmi-berada-di-bawah-tni-au
"10 Provinsi Terluas di Indonesia, Ada Provinsi Tempat Ibu Kota Baru Nusantara",provinsi luas indonesia provinsi kota nusantara,REGIONAL,27/01/2022, 10:48 WIB,https://regional.kompas.com/read/2022/01/27/104852878/10-provinsi-terluas-di-indonesia-ada-provinsi-tempat-ibu-kota-baru
"5 Tempat Wisata di Ujung Kulon serta Biaya Tiket Masuk, Transportasi hingga Menginap",wisata ujung kulon biaya tiket masuk transportasi hingga inap,REGIONAL,27/01/2022, 10:48 WIB,https://bandung.kompas.com/read/2022/01/27/104848778/5-tempat-wisata-di-ujung-kulon-serta-biaya-tiket-masuk-transportasi-hingga
"Kreatif atau Keblinger, Pembalut Wanita buat Peredam Knalpot",kreatif keblinger balut wanita redam knalpot,OTOMOTIF,27/01/2022, 10:42 WIB,https://otomotif.kompas.com/read/2022/01/27/104200715/kreatif-atau-keblinger-pembalut-wanita-buat-peredam-knalpot
Kejagung: Perjanjian Ekstradisi Akan Permudah Pencarian Buron dan Aset di Singapura,jagung janji ekstradisi mudah cari buron aset singapura,NEWS,27/01/2022, 10:40 WIB,https://nasional.kompas.com/read/2022/01/27/10403581/kejagung-perjanjian-ekstradisi-akan-permudah-pencarian-buron-dan-aset-di
PB Djarum soal Janji Komitmen Praveen/Melati: Mereka Harus Jaga Reputasi sebagai Andalan...,pb djarum janji komitmen praveen melati jaga reputasi andal,BOLA,27/01/2022, 10:40 WIB,https://www.kompas.com/badminton/read/2022/01/27/10400078/pb-djarum-soal-janji-komitmen-praveen-melati--mereka-harus-jaga
Warga Palestina Meninggal Tak Wajar Setelah Ditahan Tentara Israel,warga palestina tinggal tak wajar tahan tentara israel,GLOBAL,27/01/2022, 10:40 WIB,https://www.kompas.com/global/read/2022/01/27/104000070/warga-palestina-meninggal-tak-wajar-setelah-ditahan-tentara-israel
Korban Perbenturan Peradaban,korban bentur adab,TREN,27/01/2022, 10:38 WIB,https://www.kompas.com/tren/read/2022/01/27/103858065/korban-perbenturan-peradaban
Mau Buka Toko Kelontong? Simak Strateginya Berikut,buka toko kelontong simak strategi,UMKM,27/01/2022, 10:37 WIB,https://umkm.kompas.com/read/2022/01/27/103759183/mau-buka-toko-kelontong-simak-strateginya-berikut
Anak Uut Permatasari Khawatir Lihat Ibunya Lemas dan Muntah-muntah,anak uut permatasari khawatir lihat ibu lemas muntah muntah,HYPE,27/01/2022, 10:37 WIB,https://www.kompas.com/hype/read/2022/01/27/103745166/anak-uut-permatasari-khawatir-lihat-ibunya-lemas-dan-muntah-muntah
"Perbaiki Tol Kanci-Pejagan-Pemalang-Batang, Waskita Gunakan Metode Patching",baik tol kanci pejagan malang batang waskita metode patching,PROPERTI,27/01/2022, 10:37 WIB,https://www.kompas.com/properti/read/2022/01/27/103714421/perbaiki-tol-kanci-pejagan-pemalang-batang-waskita-gunakan-metode
Saat KSAU Usulkan Nama Satuan Elite Paskhas Dikembalikan Jadi Kopasgat...,ksau usul nama satu elite paskhas kembali kopasgat,NEWS,27/01/2022, 10:35 WIB,https://nasional.kompas.com/read/2022/01/27/10355411/saat-ksau-usulkan-nama-satuan-elite-paskhas-dikembalikan-jadi-kopasgat
[KLARIFIKASI] Inggris Mencabut Status Covid-19 sebagai Pandemi,klarifikasi inggris cabut status covid pandemi,CEK FAKTA,27/01/2022, 10:34 WIB,https://www.kompas.com/cekfakta/read/2022/01/27/103400482/-klarifikasi-inggris-mencabut-status-covid-19-sebagai-pandemi
"Dirawat di Rumah Sakit, Uut Permatasari: Ya Allah Hilangkan Penyakit Ini, Sembuhkanlah",rawat rumah sakit uut permatasari allah hilang sakit sembuh,HYPE,27/01/2022, 10:33 WIB,https://www.kompas.com/hype/read/2022/01/27/103349366/dirawat-di-rumah-sakit-uut-permatasari-ya-allah-hilangkan-penyakit-ini
Cara Daftar Vaksinasi Booster Lewat Aplikasi Jaki,daftar vaksinasi booster aplikasi jaki,NEWS,27/01/2022, 10:33 WIB,https://megapolitan.kompas.com/read/2022/01/27/10333131/cara-daftar-vaksinasi-booster-lewat-aplikasi-jaki
"Heboh Diisukan Cerai, Shandy Aulia: Sukanya Mengarang Bebas",heboh isu cerai shandy aulia suka arang bebas,HYPE,27/01/2022, 10:33 WIB,https://www.kompas.com/hype/read/2022/01/27/103318366/heboh-diisukan-cerai-shandy-aulia-sukanya-mengarang-bebas
Atlet Bela Diri Korban Kekerasan Seksual oleh Pelatihnya Diancam Putus Karier,atlet bela korban keras seksual latih ancam putus karier,REGIONAL,27/01/2022, 10:32 WIB,https://surabaya.kompas.com/read/2022/01/27/103222078/atlet-bela-diri-korban-kekerasan-seksual-oleh-pelatihnya-diancam-putus
"Fakta-fakta Gurun Pasir Terluas di Dunia, Luasnya Mencakup 11 Negara",fakta fakta gurun pasir luas dunia luas cakup negara,SAINS,27/01/2022, 10:32 WIB,https://www.kompas.com/sains/read/2022/01/27/103200723/fakta-fakta-gurun-pasir-terluas-di-dunia-luasnya-mencakup-11-negara
"Universitas Pertamina Buka Banyak Lowongan Kerja, Ini Posisi yang Dibutuhkan",universitas pertamina buka lowong kerja posisi butuh,MONEY,27/01/2022, 10:32 WIB,https://money.kompas.com/read/2022/01/27/103200026/universitas-pertamina-buka-banyak-lowongan-kerja-ini-posisi-yang-dibutuhkan
"Sinopsis In From The Cold, Tayang Besok di Netflix",sinopsis in from the cold tayang besok netflix,HYPE,27/01/2022, 10:32 WIB,https://www.kompas.com/hype/read/2022/01/27/103200466/sinopsis-in-from-the-cold-tayang-besok-di-netflix
Apa Manfaat Presidensi G20 bagi Indonesia?,manfaat presidensi g indonesia,TREN,27/01/2022, 10:31 WIB,https://www.kompas.com/tren/read/2022/01/27/103156365/apa-manfaat-presidensi-g20-bagi-indonesia
Radius Bahaya Erupsi Gunung Merapi Diperluas,radius bahaya erupsi gunung rapi luas,REGIONAL,27/01/2022, 10:31 WIB,https://yogyakarta.kompas.com/read/2022/01/27/103116978/radius-bahaya-erupsi-gunung-merapi-diperluas
China Akan “Murnikan” Internet Jelang Olimpiade Musim Dingin Beijing dan Tahun Baru Imlek,china murni internet jelang olimpiade musim dingin beijing imlek,GLOBAL,27/01/2022, 10:30 WIB,https://www.kompas.com/global/read/2022/01/27/103000470/china-akan-murnikan-internet-jelang-olimpiade-musim-dingin-beijing-dan
"Ini Sederet Kontroversi Mantan Bupati Talaud Sri Wahyumi Sebelum Ditangkap KPK, Pernah Pelesir ke AS Tanpa Izin",deret kontroversi mantan bupati talaud sri wahyumi tangkap kpk pelesir as izin,REGIONAL,27/01/2022, 10:30 WIB,https://regional.kompas.com/read/2022/01/27/103000678/ini-sederet-kontroversi-mantan-bupati-talaud-sri-wahyumi-sebelum-ditangkap
"Julia Fox, Kekasih Baru Kanye West yang Dituding Cuma ""Settingan""",julia fox kasih kanye west tuding settingan,LIFESTYLE,27/01/2022, 10:29 WIB,https://lifestyle.kompas.com/read/2022/01/27/102951720/julia-fox-kekasih-baru-kanye-west-yang-dituding-cuma-settingan
"Sakit Hati Tak Diajak Cari Kerja, Perkara di Balik Pemuda Bunuh Teman di Jatiwaringin...",sakit hati tak ajak cari kerja perkara pemuda bunuh teman jatiwaringin,NEWS,27/01/2022, 10:25 WIB,https://megapolitan.kompas.com/read/2022/01/27/10254361/sakit-hati-tak-diajak-cari-kerja-perkara-di-balik-pemuda-bunuh-teman-di
"Jenguk Dorce, Denny Sumargo: Biasanya Sehat dan Bugar, Kemarin Kondisinya Sedih ",jenguk dorce denny sumargo sehat bugar kemarin kondisi sedih,HYPE,27/01/2022, 10:25 WIB,https://www.kompas.com/hype/read/2022/01/27/102520266/jenguk-dorce-denny-sumargo-biasanya-sehat-dan-bugar-kemarin-kondisinya
"Fakta Temuan 1.847 Pil Ekstasi, Dijual Rp 500.000 Per Butir, Akan Diedarkan di Jakarta",fakta temu pil ekstasi jual rp butir edar jakarta,NEWS,27/01/2022, 10:22 WIB,https://megapolitan.kompas.com/read/2022/01/27/10223501/fakta-temuan-1847-pil-ekstasi-dijual-rp-500000-per-butir-akan-diedarkan
"Jurus Jimny Tetap Nyaman, Ubah Suspensi Jimny Sesuai Ukuran Ban",jurus jimny nyaman ubah suspensi jimny sesuai ukur ban,OTOMOTIF,27/01/2022, 10:22 WIB,https://otomotif.kompas.com/read/2022/01/27/102200415/jurus-jimny-tetap-nyaman-ubah-suspensi-jimny-sesuai-ukuran-ban
Update: Daftar Lokasi dan Jadwal Vaksinasi Booster di Jakarta,update daftar lokasi jadwal vaksinasi booster jakarta,NEWS,27/01/2022, 10:21 WIB,https://megapolitan.kompas.com/read/2022/01/21/14133711/update-daftar-lokasi-dan-jadwal-vaksinasi-booster-di-jakarta
"“Harusnya Klien Saya Mendapat Penghargaan karena Berjasa Membantu Negara, Sekarang Uangnya Belum Dikembalikan”",klien harga jasa bantu negara uang kembali,REGIONAL,27/01/2022, 10:20 WIB,https://regional.kompas.com/read/2022/01/27/102009178/harusnya-klien-saya-mendapat-penghargaan-karena-berjasa-membantu-negara
"Minta Maaf soal Insiden di Semifinal Piala AFF, Asnawi Disindir Pemain Singapura",maaf insiden semifinal piala aff asnawi sindir main singapura,BOLA,27/01/2022, 10:20 WIB,https://bola.kompas.com/read/2022/01/27/10200048/minta-maaf-soal-insiden-di-semifinal-piala-aff-asnawi-disindir-pemain-singapura
Nyeri Lutut Saat Naik Turun Tangga? Waspadai Bahaya Osteoartritis,nyeri lutut turun tangga waspada bahaya osteoartritis,ADVERTORIAL,27/01/2022, 10:19 WIB,https://biz.kompas.com/read/2022/01/27/101904328/nyeri-lutut-saat-naik-turun-tangga-waspadai-bahaya-osteoartritis
3 Kesalahan Saat Membersihkan Kaca Jendela,salah bersih kaca jendela,HOMEY,27/01/2022, 10:18 WIB,https://www.kompas.com/homey/read/2022/01/27/101800576/3-kesalahan-saat-membersihkan-kaca-jendela
KPK Supervisi Penanganan Kasus Korupsi Pekerjaan Jalan di Lampung yang Rugikan Negara Rp 147 Miliar,kpk supervisi tangan korupsi kerja jalan lampung rugi negara rp miliar,NEWS,27/01/2022, 10:17 WIB,https://nasional.kompas.com/read/2022/01/27/10175081/kpk-supervisi-penanganan-kasus-korupsi-pekerjaan-jalan-di-lampung-yang
Cerita Menarik Para Pemain Drama All of Us Are Dead di Lokasi Syuting,cerita tarik main drama all of us are dead lokasi syuting,HYPE,27/01/2022, 10:17 WIB,https://www.kompas.com/hype/read/2022/01/27/101733666/cerita-menarik-para-pemain-drama-all-of-us-are-dead-di-lokasi-syuting
"BOR RS di Jakarta Capai 45 Persen, Didominasi Pasien Covid-19 Tanpa Gejala",bor rs jakarta capai persen dominasi pasien covid gejala,NEWS,27/01/2022, 10:16 WIB,https://nasional.kompas.com/read/2022/01/27/10165461/bor-rs-di-jakarta-capai-45-persen-didominasi-pasien-covid-19-tanpa-gejala
Persiapan Melanie Putria dan Aldico Sapardan Jelang Pernikahan,siap melanie putria aldico sapardan jelang nikah,HYPE,27/01/2022, 10:14 WIB,https://www.kompas.com/hype/read/2022/01/27/101420566/persiapan-melanie-putria-dan-aldico-sapardan-jelang-pernikahan
"Selama 2021, Terjadi 61.446 Kali Guguran Lava di Gunung Merapi",gugur lava gunung rapi,REGIONAL,27/01/2022, 10:13 WIB,https://bandung.kompas.com/read/2022/01/27/101359078/selama-2021-terjadi-61446-kali-guguran-lava-di-gunung-merapi
"SPKLU Pertama di Bangka Belitung Resmi Beroperasi, Ini Lokasinya",spklu bangka belitung resmi operasi lokasi,OTOMOTIF,27/01/2022, 10:12 WIB,https://otomotif.kompas.com/read/2022/01/27/101200515/spklu-pertama-di-bangka-belitung-resmi-beroperasi-ini-lokasinya
Jangan Bawa 6 Barang Ini Saat Naik Pesawat,bawa barang pesawat,TRAVEL,27/01/2022, 10:11 WIB,https://travel.kompas.com/read/2022/01/27/101100427/jangan-bawa-6-barang-ini-saat-naik-pesawat
"Sinopsis Film Mayday, Tayang Hari Ini di Hulu",sinopsis film mayday tayang hulu,HYPE,27/01/2022, 10:11 WIB,https://www.kompas.com/hype/read/2022/01/27/101100466/sinopsis-film-mayday-tayang-hari-ini-di-hulu
"Menghafal Vs Memahami, Mana Cara Belajar Paling Tepat?",hafal vs paham ajar,EDUKASI,27/01/2022, 10:08 WIB,https://www.kompas.com/edu/read/2022/01/27/100846871/menghafal-vs-memahami-mana-cara-belajar-paling-tepat
"Mengulik Usaha Madu Mongso Rumahan di Kediri, Bisa Bikin 20 Kg Per Hari",ulik usaha madu mongso rumah diri bikin,FOOD,27/01/2022, 10:07 WIB,https://www.kompas.com/food/read/2022/01/27/100700775/mengulik-usaha-madu-mongso-rumahan-di-kediri-bisa-bikin-20-kg-per-hari
"Revitalisasi TMII, Bersolek untuk Wajah Baru The Ultimate Showcase of Indonesia",revitalisasi tmii solek wajah the ultimate showcase of indonesia,NEWS,27/01/2022, 10:05 WIB,https://megapolitan.kompas.com/read/2022/01/27/10054671/revitalisasi-tmii-bersolek-untuk-wajah-baru-the-ultimate-showcase-of
"Mengenal Komet: Pengertian, Asal Mula, hingga Contoh Komet",kenal komet erti hingga komet,TREN,27/01/2022, 10:05 WIB,https://www.kompas.com/tren/read/2022/01/27/100500065/mengenal-komet--pengertian-asal-mula-hingga-contoh-komet
Ketika Laporan Medina Zein Dihentikan dan Marissya Icha Terbukti Tidak Melakukan Penganiayaan,lapor medina zein henti marissya icha bukti aniaya,HYPE,27/01/2022, 10:04 WIB,https://www.kompas.com/hype/read/2022/01/27/100456766/ketika-laporan-medina-zein-dihentikan-dan-marissya-icha-terbukti-tidak
"Sambil Gendong Cucu, Kakek Kejar Pencuri yang Bawa Kabur Motornya",gendong cucu kakek kejar curi bawa kabur motor,NEWS,27/01/2022, 10:04 WIB,https://megapolitan.kompas.com/read/2022/01/27/10044771/sambil-gendong-cucu-kakek-kejar-pencuri-yang-bawa-kabur-motornya
"Dugaan Korupsi Pembangunan Puskesmas di Kabupaten TTU, Jaksa Sita Uang Rp 1 Miliar",duga korupsi bangun puskesmas kabupaten ttu jaksa sita uang rp miliar,REGIONAL,27/01/2022, 10:04 WIB,https://regional.kompas.com/read/2022/01/27/100411478/dugaan-korupsi-pembangunan-puskesmas-di-kabupaten-ttu-jaksa-sita-uang-rp-1
iPhone 15 Pro Disebut Pakai Kamera Periskop,iphone pro pakai kamera periskop,TEKNO,27/01/2022, 10:04 WIB,https://tekno.kompas.com/read/2022/01/27/10040047/iphone-15-pro-disebut-pakai-kamera-periskop
Napi Terorisme di Lapas Kelas I Tangerang Ikrar Setia kepada NKRI,napi terorisme lapas kelas i tangerang ikrar setia nkri,NEWS,27/01/2022, 10:02 WIB,https://nasional.kompas.com/read/2022/01/27/10025341/napi-terorisme-di-lapas-kelas-i-tangerang-ikrar-setia-kepada-nkri
"Waspada, Mencium Aroma Gosong Tanda Mobil Terbakar",waspada cium aroma gosong tanda mobil bakar,OTOMOTIF,27/01/2022, 10:02 WIB,https://otomotif.kompas.com/read/2022/01/27/100200915/waspada-mencium-aroma-gosong-tanda-mobil-terbakar
"Danau Tersembunyi di Planet Mars Tak Mengandung Air, Apa Isinya?",danau sembunyi planet mars tak kandung air isi,SAINS,27/01/2022, 10:01 WIB,https://www.kompas.com/sains/read/2022/01/27/100100023/danau-tersembunyi-di-planet-mars-tak-mengandung-air-apa-isinya-
"Tak Cuma untuk Mata, Kaca Riben Juga Bisa Dipasang di Jendela Rumah",tak mata kaca riben pasang jendela rumah,PROPERTI,27/01/2022, 10:00 WIB,https://www.kompas.com/properti/read/2022/01/27/100000921/tak-cuma-untuk-mata-kaca-riben-juga-bisa-dipasang-di-jendela-rumah
Cara Mengatasi Iritasi saat Mencukur Bulu Tubuh,atas iritasi cukur bulu tubuh,HEALTH,27/01/2022, 10:00 WIB,https://health.kompas.com/read/2022/01/27/100000868/cara-mengatasi-iritasi-saat-mencukur-bulu-tubuh
Hubungan Wilayah Balkan terhadap Terjadinya Perang Dunia I,hubung wilayah bal perang dunia i,STORI,27/01/2022, 10:00 WIB,https://www.kompas.com/stori/read/2022/01/27/100000179/hubungan-wilayah-balkan-terhadap-terjadinya-perang-dunia-i
Contoh Menganalisis Puisi,analisis puisi,SKOLA,27/01/2022, 10:00 WIB,https://www.kompas.com/skola/read/2022/01/27/100000169/contoh-menganalisis-puisi
"Serie A di Ambang Bangkrut, CEO Inter Milan Minta Bantuan Pemerintah",serie a ambang bangkrut ceo inter mil bantu perintah,BOLA,27/01/2022, 10:00 WIB,https://bola.kompas.com/read/2022/01/27/10000048/serie-a-di-ambang-bangkrut-ceo-inter-milan-minta-bantuan-pemerintah
"Figur Publik Ramai Bahas Barisan Angka Misterius di Medsos, Ternyata Ini Kegunaannya",figur publik ramai bahas baris angka misterius medsos guna,ADVERTORIAL,27/01/2022, 10:00 WIB,https://biz.kompas.com/read/2022/01/27/100000828/figur-publik-ramai-bahas-barisan-angka-misterius-di-medsos-ternyata-ini
